Categoría de indicador,Código indicador,Indicador,ISO3A código economía declarante,Economía declarante,ISO3A código economía asociada,Economía asociada,Clasificación de productos/sectores,Producto/Sector,Período,Frequencia,Código unidad,Unidad,Año,Valor
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Preparaciones de hortalizas, frutos u otros frutos o demás partes de plantas",Anual,Anual,USD,Dólares EE.UU.,2019,6731624.42
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Preparaciones alimenticias diversas,Anual,Anual,USD,Dólares EE.UU.,2019,49074345.07
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Bebidas, líquidos alcohólicos y vinagre",Anual,Anual,USD,Dólares EE.UU.,2019,64106744.34
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Residuos y desperdicios de las industrias alimentarias; alimentos preparados para animales,Anual,Anual,USD,Dólares EE.UU.,2019,5532986.11
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Tabaco y sucedáneos del tabaco, elaborados",Anual,Anual,USD,Dólares EE.UU.,2019,35160838.43
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Sal; azufre; tierras y piedras; yesos, cales y cementos",Anual,Anual,USD,Dólares EE.UU.,2019,6639527.5
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Minerales metalíferos, escorias y cenizas",Anual,Anual,USD,Dólares EE.UU.,2019,538307.81
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales",Anual,Anual,USD,Dólares EE.UU.,2019,137406836.5
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Productos químicos inorgánicos; compuestos inorgánicos u orgánicos de los metales preciosos, de los elementos radiactivos, de metales de las tierras raras o de isótopos",Anual,Anual,USD,Dólares EE.UU.,2019,12303083.26
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos químicos orgánicos,Anual,Anual,USD,Dólares EE.UU.,2019,32844194.02
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos farmacéuticos,Anual,Anual,USD,Dólares EE.UU.,2019,107842794.4
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Abonos,Anual,Anual,USD,Dólares EE.UU.,2019,26695198.69
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mastiques; tintas,Anual,Anual,USD,Dólares EE.UU.,2019,42671145.05
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética",Anual,Anual,USD,Dólares EE.UU.,2019,159671576.4
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para model",Anual,Anual,USD,Dólares EE.UU.,2019,30839559.44
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Materias albuminoideas; productos a base de almidón o de fécula modificados; colas; enzimas,Anual,Anual,USD,Dólares EE.UU.,2019,14513481.3
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Pólvoras y explosivos; artículos de pirotecnia; fósforo (cerillas); aleaciones pirofóricas; materias inflamables,Anual,Anual,USD,Dólares EE.UU.,2019,2033271.8
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos fotográficos o cinematográficos,Anual,Anual,USD,Dólares EE.UU.,2019,31.91
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos diversos de las industrias químicas,Anual,Anual,USD,Dólares EE.UU.,2019,27624545.84
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Plástico y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,195074841.3
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Caucho y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,23917787.39
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Pieles (excepto la peletería) y cueros,Anual,Anual,USD,Dólares EE.UU.,2019,146207.59
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de cuero; artículos de talabartería o guarnicionaría; artículos de viaje, bolsos de mano (carteras) y continentes similares; manufacturas de tripa",Anual,Anual,USD,Dólares EE.UU.,2019,263816.74
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Peletería y confecciones de peletería; peletería facticia o artificial,Anual,Anual,USD,Dólares EE.UU.,2019,520.41
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Madera, carbón vegetal y manufacturas de madera",Anual,Anual,USD,Dólares EE.UU.,2019,1438702.5
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Corcho sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,3440.6
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Pasta de madera o de las demás materias fibrosas celulósicas; papel o cartón para reciclar (desperdicios y desechos),Anual,Anual,USD,Dólares EE.UU.,2019,154243.92
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón",Anual,Anual,USD,Dólares EE.UU.,2019,30653133.08
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos editoriales de la prensa y de las demás industrias graficas; textos manuscritos o mecanografiados y planos,Anual,Anual,USD,Dólares EE.UU.,2019,9722208.94
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Seda,Anual,Anual,USD,Dólares EE.UU.,2019,353.53
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Lana y pelo fino u ordinario; hilados y tejidos de crin,Anual,Anual,USD,Dólares EE.UU.,2019,87984.25
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Algodón,Anual,Anual,USD,Dólares EE.UU.,2019,24265499.94
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Las demás fibras textiles vegetales; hilados de papel y tejidos de hilados de papel,Anual,Anual,USD,Dólares EE.UU.,2019,342.15
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Filamentos sintéticos o artificiales,Anual,Anual,USD,Dólares EE.UU.,2019,12760329.05
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Fibras sintéticas o artificiales discontinuas,Anual,Anual,USD,Dólares EE.UU.,2019,7159857.14
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería",Anual,Anual,USD,Dólares EE.UU.,2019,7661067.75
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Alfombras y demás revestimientos para el suelo, de materia textil",Anual,Anual,USD,Dólares EE.UU.,2019,208426.6
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Tejidos especiales; superficies textiles con mechón insertado; encajes; tapicería; pasamanería; bordados,Anual,Anual,USD,Dólares EE.UU.,2019,502568.09
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Telas impregnadas, recubiertas, revestidas o estratificadas; artículos técnicos de materia textil",Anual,Anual,USD,Dólares EE.UU.,2019,2408772.32
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Tejidos de punto,Anual,Anual,USD,Dólares EE.UU.,2019,2478365.38
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, de punto",Anual,Anual,USD,Dólares EE.UU.,2019,2195609.69
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, excepto los de punto",Anual,Anual,USD,Dólares EE.UU.,2019,8520689.13
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Los demás artículos los textiles confeccionados; juegos; prendería y trapos,Anual,Anual,USD,Dólares EE.UU.,2019,3687257.48
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Calzado, polainas y artículos análogos; partes de estos artículos",Anual,Anual,USD,Dólares EE.UU.,2019,3321444.07
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Sombreros, demás tocados y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,662613.12
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Paraguas, sombrillas, quitasoles, bastones, bastones asiento, látigos, fustas, y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,1489.92
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Plumas y plumón preparados y artículos de plumas o plumón; flores artificiales; manufacturas de cabello,Anual,Anual,USD,Dólares EE.UU.,2019,9229.32
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas",Anual,Anual,USD,Dólares EE.UU.,2019,7750581.92
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Productos cerámicos,Anual,Anual,USD,Dólares EE.UU.,2019,3562930.35
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Vidrio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,34075700.1
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Perlas finas (naturales) o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas",Anual,Anual,USD,Dólares EE.UU.,2019,638804.35
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Fundición, hiero y acero",Anual,Anual,USD,Dólares EE.UU.,2019,230312765.5
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de fundición, hierro o acero",Anual,Anual,USD,Dólares EE.UU.,2019,129677069.7
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",COL,Colombia,MEX,México,Clasificación Sistema Armonizado,Cobre y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,26868332.14
